"geo_entity2","m","method","order","SC","qD","qD.LCL","qD.UCL","iteration"
"Kaua'i Island",1000,"interpolated",0,0.992,35.776,34.99,36.561,11
"Kaua'i Island",1000,"interpolated",1,0.992,8.775,8.605,8.945,11
"Kaua'i Island",1000,"interpolated",2,0.992,5.501,5.415,5.587,11
"Maui Nui",1000,"interpolated",0,0.997,14.135,13.736,14.533,11
"Maui Nui",1000,"interpolated",1,0.997,3.727,3.666,3.788,11
"Maui Nui",1000,"interpolated",2,0.997,2.249,2.215,2.283,11
"O'ahu Island",1000,"interpolated",0,0.996,19.423,18.904,19.942,11
"O'ahu Island",1000,"interpolated",1,0.996,7.397,7.287,7.506,11
"O'ahu Island",1000,"interpolated",2,0.996,5.835,5.747,5.922,11
"Hawai'i Island",1000,"interpolated",0,0.999,11.183,10.978,11.388,12
"Hawai'i Island",1000,"interpolated",1,0.999,3.15,3.113,3.188,12
"Hawai'i Island",1000,"interpolated",2,0.999,2.533,2.51,2.557,12
"Kaua'i Island",1000,"interpolated",0,0.994,24.643,23.935,25.351,12
"Kaua'i Island",1000,"interpolated",1,0.994,5.56,5.433,5.686,12
"Kaua'i Island",1000,"interpolated",2,0.994,3.792,3.722,3.862,12
"Maui Nui",1000,"interpolated",0,0.999,11.831,11.535,12.128,12
"Maui Nui",1000,"interpolated",1,0.999,4.591,4.511,4.671,12
"Maui Nui",1000,"interpolated",2,0.999,3.135,3.073,3.197,12
"O'ahu Island",1000,"interpolated",0,0.997,13.471,13.062,13.879,12
"O'ahu Island",1000,"interpolated",1,0.997,3.75,3.697,3.802,12
"O'ahu Island",1000,"interpolated",2,0.997,2.673,2.632,2.714,12
"Hawai'i Island",1000,"interpolated",0,0.999,9.66,9.368,9.953,13
"Hawai'i Island",1000,"interpolated",1,0.999,4.068,4.002,4.134,13
"Hawai'i Island",1000,"interpolated",2,0.999,2.832,2.78,2.885,13
"Kaua'i Island",1000,"interpolated",0,0.995,34.009,33.298,34.721,13
"Kaua'i Island",1000,"interpolated",1,0.995,7.418,7.191,7.645,13
"Kaua'i Island",1000,"interpolated",2,0.995,4.305,4.199,4.41,13
"Maui Nui",1000,"interpolated",0,0.998,13.611,13.369,13.852,13
"Maui Nui",1000,"interpolated",1,0.998,4.513,4.45,4.576,13
"Maui Nui",1000,"interpolated",2,0.998,3.303,3.262,3.343,13
"O'ahu Island",1000,"interpolated",0,0.996,16.23,15.695,16.766,13
"O'ahu Island",1000,"interpolated",1,0.996,4.46,4.392,4.528,13
"O'ahu Island",1000,"interpolated",2,0.996,3.032,2.977,3.086,13
"Hawai'i Island",1000,"interpolated",0,0.998,16.983,16.728,17.239,14
"Hawai'i Island",1000,"interpolated",1,0.998,4.044,3.966,4.122,14
"Hawai'i Island",1000,"interpolated",2,0.998,2.479,2.434,2.524,14
"Kaua'i Island",1000,"interpolated",0,0.994,32.871,32.209,33.533,14
"Kaua'i Island",1000,"interpolated",1,0.994,8.058,7.874,8.242,14
"Kaua'i Island",1000,"interpolated",2,0.994,5.276,5.184,5.369,14
"Maui Nui",1000,"interpolated",0,1,8.844,8.765,8.924,14
"Maui Nui",1000,"interpolated",1,1,4.575,4.528,4.622,14
"Maui Nui",1000,"interpolated",2,1,3.603,3.56,3.645,14
"O'ahu Island",1000,"interpolated",0,0.996,21.786,21.291,22.281,14
"O'ahu Island",1000,"interpolated",1,0.996,3.429,3.358,3.499,14
"O'ahu Island",1000,"interpolated",2,0.996,2.243,2.204,2.283,14
"Hawai'i Island",1000,"interpolated",0,1,11.842,11.74,11.943,15
"Hawai'i Island",1000,"interpolated",1,1,5.278,5.197,5.359,15
"Hawai'i Island",1000,"interpolated",2,1,3.667,3.594,3.741,15
"Kaua'i Island",1000,"interpolated",0,0.994,32.871,32.127,33.615,15
"Kaua'i Island",1000,"interpolated",1,0.994,8.058,7.89,8.225,15
"Kaua'i Island",1000,"interpolated",2,0.994,5.276,5.185,5.368,15
"Maui Nui",1000,"interpolated",0,0.995,23.75,23.2,24.299,15
"Maui Nui",1000,"interpolated",1,0.995,6.64,6.503,6.777,15
"Maui Nui",1000,"interpolated",2,0.995,4.001,3.914,4.088,15
"O'ahu Island",1000,"interpolated",0,0.998,18.566,18.207,18.924,15
"O'ahu Island",1000,"interpolated",1,0.998,7.465,7.351,7.58,15
"O'ahu Island",1000,"interpolated",2,0.998,5.853,5.764,5.943,15
"Hawai'i Island",1000,"interpolated",0,0.998,11.675,11.281,12.068,16
"Hawai'i Island",1000,"interpolated",1,0.998,5.43,5.368,5.493,16
"Hawai'i Island",1000,"interpolated",2,0.998,4.089,4.03,4.148,16
"Kaua'i Island",1000,"interpolated",0,0.993,34.527,33.753,35.301,16
"Kaua'i Island",1000,"interpolated",1,0.993,7.174,7.001,7.348,16
"Kaua'i Island",1000,"interpolated",2,0.993,4.32,4.226,4.413,16
"Maui Nui",1000,"interpolated",0,1,8.829,8.743,8.914,16
"Maui Nui",1000,"interpolated",1,1,3.465,3.418,3.511,16
"Maui Nui",1000,"interpolated",2,1,2.483,2.449,2.516,16
"O'ahu Island",1000,"interpolated",0,0.997,16.607,16.206,17.007,16
"O'ahu Island",1000,"interpolated",1,0.997,3.362,3.296,3.429,16
"O'ahu Island",1000,"interpolated",2,0.997,2.156,2.118,2.194,16
"Hawai'i Island",1000,"interpolated",0,0.999,13.521,13.388,13.653,17
"Hawai'i Island",1000,"interpolated",1,0.999,3.952,3.898,4.007,17
"Hawai'i Island",1000,"interpolated",2,0.999,2.856,2.824,2.888,17
"Kaua'i Island",1000,"interpolated",0,0.994,38.367,37.567,39.167,17
"Kaua'i Island",1000,"interpolated",1,0.994,8.519,8.274,8.764,17
"Kaua'i Island",1000,"interpolated",2,0.994,4.662,4.538,4.786,17
"Maui Nui",1000,"interpolated",0,0.999,14.684,14.408,14.959,17
"Maui Nui",1000,"interpolated",1,0.999,4.127,4.062,4.192,17
"Maui Nui",1000,"interpolated",2,0.999,2.685,2.641,2.729,17
"O'ahu Island",1000,"interpolated",0,0.996,21.984,21.407,22.56,17
"O'ahu Island",1000,"interpolated",1,0.996,6.332,6.219,6.444,17
"O'ahu Island",1000,"interpolated",2,0.996,4.703,4.621,4.785,17
"Hawai'i Island",1000,"interpolated",0,1,8.864,8.79,8.938,18
"Hawai'i Island",1000,"interpolated",1,1,3.291,3.24,3.342,18
"Hawai'i Island",1000,"interpolated",2,1,2.145,2.113,2.178,18
"Kaua'i Island",1000,"interpolated",0,0.993,35.542,34.761,36.322,18
"Kaua'i Island",1000,"interpolated",1,0.993,7.772,7.584,7.961,18
"Kaua'i Island",1000,"interpolated",2,0.993,4.68,4.594,4.766,18
"Maui Nui",1000,"interpolated",0,0.999,13.204,13.003,13.405,18
"Maui Nui",1000,"interpolated",1,0.999,5.159,5.084,5.235,18
"Maui Nui",1000,"interpolated",2,0.999,3.399,3.339,3.46,18
"O'ahu Island",1000,"interpolated",0,0.998,17.713,17.369,18.058,18
"O'ahu Island",1000,"interpolated",1,0.998,7.336,7.224,7.448,18
"O'ahu Island",1000,"interpolated",2,0.998,5.796,5.71,5.881,18
"Hawai'i Island",1000,"interpolated",0,0.999,13.114,12.932,13.297,19
"Hawai'i Island",1000,"interpolated",1,0.999,5.376,5.315,5.436,19
"Hawai'i Island",1000,"interpolated",2,0.999,3.887,3.841,3.933,19
"Kaua'i Island",1000,"interpolated",0,0.994,31.88,31.216,32.545,19
"Kaua'i Island",1000,"interpolated",1,0.994,6.38,6.22,6.54,19
"Kaua'i Island",1000,"interpolated",2,0.994,3.982,3.905,4.06,19
"Maui Nui",1000,"interpolated",0,0.997,22.411,21.918,22.903,19
"Maui Nui",1000,"interpolated",1,0.997,6.026,5.923,6.128,19
"Maui Nui",1000,"interpolated",2,0.997,3.38,3.318,3.442,19
"O'ahu Island",1000,"interpolated",0,0.996,19.379,18.885,19.872,19
"O'ahu Island",1000,"interpolated",1,0.996,4.414,4.335,4.494,19
"O'ahu Island",1000,"interpolated",2,0.996,2.904,2.854,2.954,19
"Hawai'i Island",1000,"interpolated",0,0.999,11.959,11.739,12.18,20
"Hawai'i Island",1000,"interpolated",1,0.999,3.659,3.608,3.709,20
"Hawai'i Island",1000,"interpolated",2,0.999,2.508,2.475,2.54,20
"Kaua'i Island",1000,"interpolated",0,0.993,36.114,35.283,36.945,20
"Kaua'i Island",1000,"interpolated",1,0.993,8.49,8.287,8.692,20
"Kaua'i Island",1000,"interpolated",2,0.993,5.259,5.162,5.355,20
"Maui Nui",1000,"interpolated",0,0.998,12.496,12.254,12.737,20
"Maui Nui",1000,"interpolated",1,0.998,4.618,4.569,4.666,20
"Maui Nui",1000,"interpolated",2,0.998,3.747,3.707,3.786,20
"O'ahu Island",1000,"interpolated",0,0.995,21.227,20.673,21.78,20
"O'ahu Island",1000,"interpolated",1,0.995,4.461,4.38,4.541,20
"O'ahu Island",1000,"interpolated",2,0.995,2.873,2.823,2.923,20
"Hawai'i Island",1000,"interpolated",0,0.999,10.213,9.922,10.504,21
"Hawai'i Island",1000,"interpolated",1,0.999,3.286,3.229,3.344,21
"Hawai'i Island",1000,"interpolated",2,0.999,2.402,2.363,2.441,21
"Kaua'i Island",1000,"interpolated",0,0.993,36.852,36.058,37.646,21
"Kaua'i Island",1000,"interpolated",1,0.993,8.423,8.219,8.628,21
"Kaua'i Island",1000,"interpolated",2,0.993,5.108,5.003,5.213,21
"Maui Nui",1000,"interpolated",0,0.997,14.985,14.626,15.343,21
"Maui Nui",1000,"interpolated",1,0.997,3.522,3.464,3.58,21
"Maui Nui",1000,"interpolated",2,0.997,2.381,2.337,2.425,21
"O'ahu Island",1000,"interpolated",0,0.996,15.406,14.914,15.897,21
"O'ahu Island",1000,"interpolated",1,0.996,3.727,3.667,3.787,21
"O'ahu Island",1000,"interpolated",2,0.996,2.413,2.37,2.456,21
"Hawai'i Island",1000,"interpolated",0,1,9.949,9.916,9.982,22
"Hawai'i Island",1000,"interpolated",1,1,4.94,4.873,5.007,22
"Hawai'i Island",1000,"interpolated",2,1,3.82,3.762,3.879,22
"Kaua'i Island",1000,"interpolated",0,0.993,35.201,34.428,35.974,22
"Kaua'i Island",1000,"interpolated",1,0.993,7.2,7.026,7.374,22
"Kaua'i Island",1000,"interpolated",2,0.993,4.182,4.106,4.259,22
"Maui Nui",1000,"interpolated",0,0.999,16.239,16.039,16.44,22
"Maui Nui",1000,"interpolated",1,0.999,5.531,5.441,5.622,22
"Maui Nui",1000,"interpolated",2,0.999,3.231,3.167,3.295,22
"O'ahu Island",1000,"interpolated",0,0.996,22.615,22.065,23.164,22
"O'ahu Island",1000,"interpolated",1,0.996,6.421,6.305,6.536,22
"O'ahu Island",1000,"interpolated",2,0.996,4.788,4.713,4.862,22
"Hawai'i Island",1000,"interpolated",0,1,7.968,7.929,8.007,23
"Hawai'i Island",1000,"interpolated",1,1,3.411,3.346,3.476,23
"Hawai'i Island",1000,"interpolated",2,1,2.411,2.36,2.463,23
"Kaua'i Island",1000,"interpolated",0,0.995,30.016,29.376,30.656,23
"Kaua'i Island",1000,"interpolated",1,0.995,7.562,7.393,7.731,23
"Kaua'i Island",1000,"interpolated",2,0.995,4.829,4.733,4.924,23
"Maui Nui",1000,"interpolated",0,0.998,18.45,18.09,18.81,23
"Maui Nui",1000,"interpolated",1,0.998,6.033,5.95,6.117,23
"Maui Nui",1000,"interpolated",2,0.998,4.066,3.99,4.141,23
"O'ahu Island",1000,"interpolated",0,0.996,18.649,18.22,19.078,23
"O'ahu Island",1000,"interpolated",1,0.996,4.631,4.556,4.706,23
"O'ahu Island",1000,"interpolated",2,0.996,2.999,2.945,3.054,23
"Hawai'i Island",1000,"interpolated",0,0.999,9.605,9.463,9.748,24
"Hawai'i Island",1000,"interpolated",1,0.999,3.298,3.248,3.349,24
"Hawai'i Island",1000,"interpolated",2,0.999,2.224,2.191,2.258,24
"Kaua'i Island",1000,"interpolated",0,0.993,33.923,33.146,34.7,24
"Kaua'i Island",1000,"interpolated",1,0.993,7.25,7.074,7.426,24
"Kaua'i Island",1000,"interpolated",2,0.993,4.196,4.12,4.272,24
"Maui Nui",1000,"interpolated",0,0.998,16.698,16.4,16.996,24
"Maui Nui",1000,"interpolated",1,0.998,4.965,4.899,5.031,24
"Maui Nui",1000,"interpolated",2,0.998,3.548,3.503,3.593,24
"O'ahu Island",1000,"interpolated",0,0.998,16.509,16.13,16.888,24
"O'ahu Island",1000,"interpolated",1,0.998,3.174,3.108,3.241,24
"O'ahu Island",1000,"interpolated",2,0.998,2.194,2.158,2.229,24
"Hawai'i Island",1000,"interpolated",0,0.999,11.662,11.555,11.769,25
"Hawai'i Island",1000,"interpolated",1,0.999,4.958,4.894,5.021,25
"Hawai'i Island",1000,"interpolated",2,0.999,3.498,3.447,3.55,25
"Kaua'i Island",1000,"interpolated",0,0.995,34.009,33.322,34.697,25
"Kaua'i Island",1000,"interpolated",1,0.995,7.418,7.208,7.628,25
"Kaua'i Island",1000,"interpolated",2,0.995,4.305,4.208,4.401,25
"Maui Nui",1000,"interpolated",0,0.999,13.724,13.609,13.838,25
"Maui Nui",1000,"interpolated",1,0.999,6.812,6.725,6.899,25
"Maui Nui",1000,"interpolated",2,0.999,5.157,5.07,5.243,25
"O'ahu Island",1000,"interpolated",0,0.996,17.401,16.88,17.922,25
"O'ahu Island",1000,"interpolated",1,0.996,3.673,3.606,3.739,25
"O'ahu Island",1000,"interpolated",2,0.996,2.507,2.464,2.55,25
"Hawai'i Island",1000,"interpolated",0,0.999,11.512,11.362,11.661,26
"Hawai'i Island",1000,"interpolated",1,0.999,3.81,3.761,3.859,26
"Hawai'i Island",1000,"interpolated",2,0.999,2.659,2.624,2.694,26
"Kaua'i Island",1000,"interpolated",0,0.993,36.114,35.318,36.909,26
"Kaua'i Island",1000,"interpolated",1,0.993,8.49,8.308,8.671,26
"Kaua'i Island",1000,"interpolated",2,0.993,5.259,5.157,5.361,26
"Maui Nui",1000,"interpolated",0,0.999,10.016,9.825,10.207,26
"Maui Nui",1000,"interpolated",1,0.999,4.476,4.423,4.528,26
"Maui Nui",1000,"interpolated",2,0.999,3.34,3.295,3.386,26
"O'ahu Island",1000,"interpolated",0,0.997,19.274,18.777,19.772,26
"O'ahu Island",1000,"interpolated",1,0.997,4.274,4.168,4.379,26
"O'ahu Island",1000,"interpolated",2,0.997,3.072,3.013,3.131,26
"Hawai'i Island",1000,"interpolated",0,1,10.725,10.613,10.837,27
"Hawai'i Island",1000,"interpolated",1,1,5.754,5.696,5.811,27
"Hawai'i Island",1000,"interpolated",2,1,4.246,4.187,4.306,27
"Kaua'i Island",1000,"interpolated",0,0.993,34.515,33.826,35.204,27
"Kaua'i Island",1000,"interpolated",1,0.993,8.485,8.314,8.655,27
"Kaua'i Island",1000,"interpolated",2,0.993,5.456,5.352,5.561,27
"Maui Nui",1000,"interpolated",0,0.998,13.562,13.325,13.798,27
"Maui Nui",1000,"interpolated",1,0.998,4.184,4.136,4.232,27
"Maui Nui",1000,"interpolated",2,0.998,3.151,3.118,3.185,27
"O'ahu Island",1000,"interpolated",0,0.997,18.64,18.169,19.112,27
"O'ahu Island",1000,"interpolated",1,0.997,7.053,6.948,7.159,27
"O'ahu Island",1000,"interpolated",2,0.997,5.535,5.445,5.625,27
"Hawai'i Island",1000,"interpolated",0,0.999,11.049,10.874,11.225,28
"Hawai'i Island",1000,"interpolated",1,0.999,2.427,2.394,2.461,28
"Hawai'i Island",1000,"interpolated",2,0.999,1.603,1.587,1.619,28
"Kaua'i Island",1000,"interpolated",0,0.993,35.49,34.698,36.283,28
"Kaua'i Island",1000,"interpolated",1,0.993,7.752,7.579,7.926,28
"Kaua'i Island",1000,"interpolated",2,0.993,4.688,4.589,4.788,28
"Maui Nui",1000,"interpolated",0,0.997,18.843,18.421,19.264,28
"Maui Nui",1000,"interpolated",1,0.997,4.685,4.6,4.77,28
"Maui Nui",1000,"interpolated",2,0.997,2.757,2.703,2.81,28
"O'ahu Island",1000,"interpolated",0,0.995,19.779,19.21,20.347,28
"O'ahu Island",1000,"interpolated",1,0.995,4.395,4.321,4.469,28
"O'ahu Island",1000,"interpolated",2,0.995,2.86,2.813,2.907,28
"Hawai'i Island",1000,"interpolated",0,1,8.972,8.943,9,29
"Hawai'i Island",1000,"interpolated",1,1,4.234,4.156,4.312,29
"Hawai'i Island",1000,"interpolated",2,1,3.104,3.038,3.171,29
"Kaua'i Island",1000,"interpolated",0,0.993,36.302,35.557,37.046,29
"Kaua'i Island",1000,"interpolated",1,0.993,7.686,7.507,7.864,29
"Kaua'i Island",1000,"interpolated",2,0.993,4.484,4.394,4.574,29
"Maui Nui",1000,"interpolated",0,0.999,10.692,10.427,10.957,29
"Maui Nui",1000,"interpolated",1,0.999,4.619,4.56,4.678,29
"Maui Nui",1000,"interpolated",2,0.999,3.356,3.302,3.41,29
"O'ahu Island",1000,"interpolated",0,0.996,23.019,22.467,23.571,29
"O'ahu Island",1000,"interpolated",1,0.996,6.284,6.171,6.398,29
"O'ahu Island",1000,"interpolated",2,0.996,4.603,4.53,4.676,29
"Hawai'i Island",1000,"interpolated",0,1,11.928,11.883,11.974,30
"Hawai'i Island",1000,"interpolated",1,1,6.616,6.538,6.693,30
"Hawai'i Island",1000,"interpolated",2,1,4.969,4.883,5.054,30
"Kaua'i Island",1000,"interpolated",0,0.994,37.697,36.971,38.422,30
"Kaua'i Island",1000,"interpolated",1,0.994,8.751,8.516,8.985,30
"Kaua'i Island",1000,"interpolated",2,0.994,4.959,4.838,5.08,30
"Maui Nui",1000,"interpolated",0,0.999,14.347,14.173,14.522,30
"Maui Nui",1000,"interpolated",1,0.999,5.545,5.467,5.623,30
"Maui Nui",1000,"interpolated",2,0.999,3.983,3.927,4.038,30
"O'ahu Island",1000,"interpolated",0,0.996,18.48,17.992,18.967,30
"O'ahu Island",1000,"interpolated",1,0.996,5.333,5.253,5.414,30
"O'ahu Island",1000,"interpolated",2,0.996,3.455,3.39,3.52,30
"Hawai'i Island",1000,"interpolated",0,1,11.912,11.848,11.975,31
"Hawai'i Island",1000,"interpolated",1,1,5.249,5.166,5.333,31
"Hawai'i Island",1000,"interpolated",2,1,3.459,3.38,3.537,31
"Kaua'i Island",1000,"interpolated",0,0.993,27.769,26.96,28.578,31
"Kaua'i Island",1000,"interpolated",1,0.993,6.196,6.064,6.328,31
